,O*NET-SOC Code,Probability 
98,13-2071.00,0.48330272159459003
99,13-2071.01,0.6229940159497483
100,13-2072.00,0.7282859811388464
101,13-2081.00,0.6328300375952548
102,13-2082.00,0.7382736426677527
103,13-2099.01,0.5303406042439898
104,13-2099.02,0.5720704523813512
105,13-2099.04,0.6021450856802766
106,15-1111.00,0.31360274252634085
107,15-1121.00,0.5396188073940292
108,15-1121.01,0.24934995035958818
109,15-1122.00,0.6357090747244841
110,15-1131.00,0.6711003101207269
111,15-1132.00,0.44805997609097437
112,15-1133.00,0.6521409340401759
113,15-1134.00,0.4670980578154656
114,15-1141.00,0.5505292703981418
115,15-1142.00,0.4086809515086751
116,15-1143.00,0.46521992241525484
117,15-1143.01,0.44858119103288113
118,15-1151.00,0.5851486268083536
119,15-1152.00,0.5727066906657506
120,15-1199.01,0.6547633203049085
121,15-1199.02,0.44364522556910563
122,15-1199.03,0.5816970180884803
123,15-1199.04,0.6077204462885101
124,15-1199.05,0.6563529100348997
125,15-1199.06,0.5565211535084179
126,15-1199.07,0.6800229799414236
127,15-1199.08,0.5502952005878258
128,15-1199.09,0.41892564621274503
129,15-1199.10,0.40563318795368575
130,15-1199.11,0.2775339119030387
131,15-1199.12,0.5506720979918808
132,15-2011.00,0.5847073945469736
133,15-2021.00,0.4746693412386084
134,15-2031.00,0.6002351867067273
135,15-2041.00,0.7452493809256077
136,15-2041.01,0.5252120001114684
137,15-2041.02,0.669330032579467
138,15-2091.00,0.8972595134304413
139,17-1011.00,0.1315237038019631
140,17-1012.00,0.2649396389769861
141,17-1021.00,0.7048540220081343
142,17-1022.00,0.5424150893698635
143,17-1022.01,0.6331417252140327
144,17-2011.00,0.5111051111277328
145,17-2021.00,0.5111198089987488
146,17-2031.00,0.1969185818025337
147,17-2041.00,0.4913471154739138
148,17-2051.00,0.37767235311417424
149,17-2051.01,0.41741056287673306
150,17-2061.00,0.5737666697442805
151,17-2071.00,0.5016387242030235
152,17-2072.00,0.35187151403123235
153,17-2072.01,0.5013488854728995
154,17-2081.00,0.39451193086567865
155,17-2081.01,0.4801262850984381
156,17-2111.01,0.24902527489006523
157,17-2111.02,0.5119528167996616
158,17-2111.03,0.7161344586595076
159,17-2112.00,0.5927166134117932
160,17-2112.01,0.4425730475376522
161,17-2121.01,0.31521765008800035
162,17-2121.02,0.3766519108413482
163,17-2131.00,0.37330228901604906
164,17-2141.00,0.4324975192252636
165,17-2141.01,0.38487246746681975
166,17-2141.02,0.359941849028077
167,17-2151.00,0.4734722697363118
168,17-2161.00,0.5232083771354713
169,17-2171.00,0.4818155804303601
170,17-2199.01,0.3522599608064512
171,17-2199.02,0.7109229435398642
172,17-2199.03,0.5622497469888479
173,17-2199.04,0.22929864069399106
174,17-2199.05,0.5056369827164391
175,17-2199.06,0.2818977973398909
176,17-2199.07,0.35193726782417867
177,17-2199.08,0.15406592202538485
178,17-2199.09,0.24961035448258867
179,17-2199.10,0.5556470567563649
180,17-2199.11,0.40583828186956705
181,17-3011.01,0.48967313143278923
182,17-3011.02,0.7119274884308533
183,17-3012.01,0.6241909145333555
184,17-3012.02,0.7319935169073336
185,17-3013.00,0.6242203061035101
186,17-3021.00,0.5539756794994156
187,17-3022.00,0.6765234787336473
188,17-3023.01,0.5613379868884735
189,17-3023.03,0.4586439203937235
190,17-3024.00,0.5711959758565576
191,17-3024.01,0.48081249894052464
192,17-3025.00,0.502001719731865
193,17-3026.00,0.43241227600753707
194,17-3027.00,0.5034331373927099
195,17-3027.01,0.5936171723963745
196,17-3029.01,0.5719723276526786
197,17-3029.02,0.574120353021113
198,17-3029.03,0.4387836962040294
199,17-3029.04,0.4701777448579378
200,17-3029.05,0.3644851585718893
201,17-3029.06,0.3204590961618093
202,17-3029.07,0.49188602851520014
203,17-3029.08,0.560466817866574
204,17-3029.09,0.5457537466234165
205,17-3029.11,0.5491871128132
206,17-3029.12,0.5327363196210986
207,17-3031.01,0.581348690871668
208,17-3031.02,0.7272129558298797
209,19-1011.00,0.5786191037666067
210,19-1012.00,0.3476741663171849
211,19-1013.00,0.4031494307672331
212,19-1020.01,0.4423815371375048
213,19-1021.00,0.26752884825673157
214,19-1022.00,0.25189788224729703
215,19-1023.00,0.5214476438102145
216,19-1029.01,0.29255452693008205
217,19-1029.02,0.33857928109593455
218,19-1029.03,0.1813611830166999
219,19-1031.01,0.2549150515160309
220,19-1031.02,0.31502740039445354
221,19-1031.03,0.40761315721040486
222,19-1032.00,0.22969142097805217
223,19-1041.00,0.4282868272351724
224,19-1042.00,0.31637308891538174
225,19-2011.00,0.582527290547346
226,19-2012.00,0.1858276713118259
227,19-2021.00,0.6865222164837917
228,19-2031.00,0.5101950261930495
229,19-2032.00,0.42357142867176384
230,19-2041.00,0.4590467707798436
231,19-2041.01,0.5286466546920696
232,19-2041.02,0.4272910323243809
233,19-2041.03,0.5079640251236872
234,19-2042.00,0.5420068416063898
235,19-2043.00,0.39886074429802976
236,19-2099.01,0.5228125628362388
237,19-3011.00,0.6698716377457812
238,19-3011.01,0.5538634559891114
239,19-3022.00,0.5235093544914989
240,19-3031.01,0.22494776115490348
241,19-3031.02,0.16817292845414078
242,19-3031.03,0.09735709632623943
243,19-3032.00,0.30784226571231077
244,19-3039.01,0.057553751224597986
245,19-3041.00,0.44477874221658426
246,19-3051.00,0.32729157039366236
247,19-3091.01,0.483501990424635
248,19-3091.02,0.3233878338825886
249,19-3092.00,0.6494013540000694
250,19-3093.00,0.49415835817755643
251,19-3094.00,0.5566225562587997
252,19-3099.01,0.5157069502625741
253,19-4011.01,0.4982629686226343
254,19-4011.02,0.6670963133721362
255,19-4021.00,0.6851843823841925
256,19-4031.00,0.5090367181298824
257,19-4041.01,0.7873649126688358
258,19-4041.02,0.6458807734344092
259,19-4051.01,0.7451320744527475
260,19-4051.02,0.4859302612769269
261,19-4061.00,0.6750134549417779
262,19-4061.01,0.6721153017175683
263,19-4091.00,0.4719134694246653
264,19-4092.00,0.4243351133164764
265,19-4093.00,0.42988303418253837
266,19-4099.01,0.5220355783087787
267,19-4099.02,0.5160601085475449
268,19-4099.03,0.5830845570489692
269,21-1011.00,0.26622986966359974
270,21-1012.00,0.13452080939251584
271,21-1013.00,0.10994415168987622
272,21-1014.00,0.05311200944395082
273,21-1015.00,0.20322507988665706
274,21-1021.00,0.1939631545460314
275,21-1022.00,0.15823317040035143
276,21-1023.00,0.0919806796799613
277,21-1091.00,0.28685678680111365
278,21-1092.00,0.3055217703689125
279,21-1093.00,0.3544956132371699
280,21-1094.00,0.12396268674043352
281,21-2011.00,0.07740310902669745
282,21-2021.00,0.29353013954781537
283,23-1011.00,0.18733187290936193
284,23-1012.00,0.6585103577171936
285,23-1021.00,0.43571086445935386
286,23-1022.00,0.20638566504063963
287,23-1023.00,0.3512213953429209
288,23-2011.00,0.718419018975885
289,23-2091.00,0.9726129825709304
290,23-2093.00,0.928417140554223
291,25-1011.00,0.5015018019082281
292,25-1021.00,0.5213490760610062
293,25-1022.00,0.5984178168683083
294,25-1031.00,0.27129687526000223
295,25-1032.00,0.5152998439013148
296,25-1041.00,0.4813387031588027
297,25-1042.00,0.3896303985550046
298,25-1043.00,0.5105651828750731
299,25-1051.00,0.5256084988633519
300,25-1052.00,0.595473492692216
301,25-1053.00,0.504284888967992
302,25-1054.00,0.571434986995489
303,25-1061.00,0.4406918391970191
304,25-1062.00,0.4731907339054748
305,25-1063.00,0.7204805717935437
306,25-1064.00,0.5913195490190525
307,25-1065.00,0.5984027959518959
308,25-1066.00,0.46481033651535514
309,25-1067.00,0.6144058851466914
310,25-1071.00,0.4002607074506863
311,25-1072.00,0.1489536156771631
312,25-1081.00,0.4428224537106009
313,25-1082.00,0.5560495088333972
314,25-1111.00,0.5300293077775114
315,25-1112.00,0.4852121334431984
316,25-1113.00,0.4427585465699723
317,25-1121.00,0.18994591461845528
318,25-1122.00,0.50127781381379
319,25-1123.00,0.37115061713184183
320,25-1124.00,0.49798046864803114
321,25-1125.00,0.512424478049948
322,25-1126.00,0.5707097062094768
323,25-1191.00,0.5780952627721352
324,25-1192.00,0.4931361116528692
325,25-1193.00,0.4884610656857112
326,25-1194.00,0.38886569983752484
327,25-2011.00,0.3561987239114539
328,25-2012.00,0.3039875942282401
329,25-2021.00,0.30085819116234036
330,25-2022.00,0.40642336997564266
331,25-2023.00,0.3769038096220232
332,25-2031.00,0.36867016217427967
333,25-2032.00,0.13800999402532363
334,25-2052.00,0.24940800290761092
335,25-2053.00,0.3055229418380927
336,25-2054.00,0.37823072425735393
337,25-2059.01,0.10025428666444317
338,25-3011.00,0.5530355945826144
339,25-3021.00,0.48608485041730426
340,25-3099.02,0.47694012563755994
341,25-4011.00,0.6416830735954896
342,25-4012.00,0.1924348564699943
343,25-4013.00,0.3979371415856161
344,25-4021.00,0.4483672088268794
345,25-4031.00,0.7576114613136812
346,25-9011.00,0.5868184439602445
347,25-9021.00,0.19568620788894034
348,25-9031.00,0.3450780986336605
349,25-9031.01,0.368874677818359
350,25-9041.00,0.6241148313997477
351,27-1011.00,0.1776464053718449
352,27-1012.00,0.3048165341440201
353,27-1013.00,0.3076078862237532
354,27-1014.00,0.2461870905704015
355,27-1021.00,0.20843620114790193
356,27-1022.00,0.1607090168698633
357,27-1023.00,0.5170289634928181
358,27-1024.00,0.3131660808707019
359,27-1025.00,0.28949504446138324
360,27-1026.00,0.44682024521716285
361,27-1027.00,0.19222939345747286
362,27-2011.00,0.28851420506574554
363,27-2012.01,0.2230208047700181
364,27-2012.02,0.1977373040629691
365,27-2012.03,0.27501341226176923
366,27-2012.04,0.3086461046128043
367,27-2012.05,0.22560248590859944
368,27-2021.00,0.49687084968168316
369,27-2022.00,0.07917176876992543
370,27-2023.00,0.8739296084536065
371,27-2031.00,0.3497603227900774
372,27-2032.00,0.1919901435846877
373,27-2041.01,0.1871861684207526
374,27-2041.04,0.32137481614492647
375,27-2042.01,0.44606767338779185
376,27-2042.02,0.20258178118136783
377,27-3011.00,0.3827026464697846
378,27-3012.00,0.606498216475521
379,27-3021.00,0.3960054135555125
380,27-3022.00,0.4032652669767098
381,27-3031.00,0.3295408263809212
382,27-3041.00,0.3542170723467702
383,27-3042.00,0.7261701457259502
384,27-3043.04,0.5309359482308866
385,27-3043.05,0.2879668054486442
386,27-3091.00,0.6437502844453661
387,27-4011.00,0.39954113411059605
388,27-4012.00,0.674632053102293
389,27-4013.00,0.6989578401197462
390,27-4014.00,0.31012296625258284
391,27-4021.00,0.27908504837254994
392,27-4031.00,0.5353502392973124
393,27-4032.00,0.44864106160078976
394,29-1011.00,0.18816617147736298
395,29-1021.00,0.06739280265686662
396,29-1022.00,0.10983569816026001
397,29-1023.00,0.11921575440430332
398,29-1024.00,0.1535469567146544
399,29-1031.00,0.13513881275679618
400,29-1041.00,0.18120108138220362
401,29-1051.00,0.22986030090652784
402,29-1061.00,0.1543537115703469
403,29-1062.00,0.12560790213309742
404,29-1063.00,0.12429880444490661
405,29-1064.00,0.07850763214230495
406,29-1065.00,0.217695558585653
407,29-1066.00,0.09876172415436224
408,29-1067.00,0.05712963488575529
409,29-1069.01,0.23042007032997652
410,29-1069.02,0.06536234155611644
411,29-1069.03,0.14506660109608555
412,29-1069.04,0.12594136099712494
413,29-1069.05,0.059122760090877406
414,29-1069.06,0.03848214386655187
415,29-1069.07,0.22144940944728558
416,29-1069.08,0.01354582899105595
417,29-1069.09,0.18233101508058486
418,29-1069.10,0.13739073653398576
419,29-1069.11,0.0
420,29-1069.12,0.10373946047222843
421,29-1071.00,0.11048275810099402
422,29-1071.01,0.27512862554380085
423,29-1081.00,0.059509289847829265
424,29-1122.00,0.05110100340121801
425,29-1122.01,0.3596141943511674
426,29-1123.00,0.10426897784047119
427,29-1124.00,0.2828145775174129
428,29-1125.00,0.046186300013614866
429,29-1125.01,0.07418607270628964
430,29-1125.02,0.09243511054420873
431,29-1126.00,0.20758466415939983
432,29-1127.00,0.23220688363823172
433,29-1128.00,0.11891309562157681
434,29-1131.00,0.18622133599257648
435,29-1141.00,0.11328413373885723
436,29-1141.01,0.19677018268653082
437,29-1141.02,0.19510067325755476
438,29-1141.03,0.05996081664943739
439,29-1141.04,0.06827342351039288
440,29-1151.00,0.13380183490088138
441,29-1161.00,0.13612587773281154
442,29-1171.00,0.03919657561987015
443,29-1181.00,0.17706062132398376
444,29-1199.01,0.3140588145274712
445,29-1199.04,0.11842771010435135
446,29-1199.05,0.23299669852250485
447,29-2011.00,0.38559203180056634
448,29-2011.01,0.6371563106636212
449,29-2011.02,0.6426703339522167
450,29-2011.03,0.6138444488770272
451,29-2012.00,0.5470925627203754
452,29-2021.00,0.3302225633517312
453,29-2031.00,0.36344382323504015
454,29-2032.00,0.28412653865414755
455,29-2033.00,0.2953099284263168
456,29-2034.00,0.3006579398087244
457,29-2035.00,0.2583771972982171
458,29-2041.00,0.17097051216196726
459,29-2051.00,0.3939526538421221
460,29-2052.00,0.5805722102611564
461,29-2053.00,0.13598348553298065
462,29-2054.00,0.25114627012950924
463,29-2055.00,0.3532134407134621
464,29-2056.00,0.2683565553304089
465,29-2057.00,0.5213624915920958
466,29-2061.00,0.1637156037854975
467,29-2071.00,0.7798981566881711
468,29-2081.00,0.38393774446598783
469,29-2091.00,0.1290861325582234
470,29-2092.00,0.26320807481631064
471,29-2099.01,0.3891742096342883
472,29-2099.05,0.40323016970507813
473,29-2099.06,0.332579496729515
474,29-2099.07,0.22763964193641084
475,29-9011.00,0.3889333904260269
476,29-9012.00,0.4763275201743483
477,29-9091.00,0.1959641006788611
478,29-9092.00,0.4192455255323616
479,29-9099.01,0.12100050791083093
480,31-1011.00,0.29824196108164647
481,31-1013.00,0.22520827133412757
482,31-1014.00,0.44479743760052565
483,31-1015.00,0.5929128696027403
484,31-2011.00,0.15849740981542698
485,31-2012.00,0.3332396715693426
486,31-2021.00,0.29082351256565697
487,31-2022.00,0.4308958868497829
488,31-9011.00,0.4737506891738637
489,31-9091.00,0.2969545239436812
490,31-9092.00,0.34535156702525904
491,31-9093.00,0.668861869449709
492,31-9094.00,0.8788447043299733
493,31-9095.00,0.6968722442755269
494,31-9096.00,0.5589110098595226
495,31-9097.00,0.4266249569776238
496,31-9099.01,0.4305896470699453
497,31-9099.02,0.4245761318717177
498,33-1011.00,0.1758812492291694
499,33-1012.00,0.057663881249608896
500,33-1021.01,0.041761198159938284
501,33-1021.02,0.1969685578409037
502,33-2011.01,0.20557589314340796
503,33-2011.02,0.23532936544178923
504,33-2021.01,0.47166725904414525
505,33-2021.02,0.2680534177031889
506,33-2022.00,0.47206488846923467
507,33-3011.00,0.8075334380744226
508,33-3012.00,0.352697989363554
509,33-3021.01,0.22409383501611338
510,33-3021.02,0.44263705705419976
511,33-3021.03,0.27021810852950645
512,33-3021.05,0.4497724318976658
513,33-3021.06,0.5703783368062215
514,33-3031.00,0.31712637201084104
515,33-3041.00,0.5911432840215074
516,33-3051.01,0.055100931633269463
517,33-3051.03,0.11416636255699873
518,33-3052.00,0.2421286806801265
519,33-9011.00,0.4507000023632278
520,33-9021.00,0.5337443919363167
521,33-9031.00,0.6780584323160946
522,33-9032.00,0.7742871737156096
523,33-9091.00,0.8390024025288063
524,33-9092.00,0.5674463508347505
525,33-9093.00,0.5168029757859866
526,33-9099.02,0.5349024869289272
527,35-1011.00,0.19385350663757
528,35-1012.00,0.3289738305727593
529,35-2011.00,0.7574862877042315
530,35-2012.00,0.5054199177233004
531,35-2013.00,0.527271960317006
532,35-2014.00,0.523127760908821
533,35-2015.00,0.6189656359782513
534,35-2021.00,0.7063464609785414
535,35-3011.00,0.39710869114806874
536,35-3021.00,0.8238997014130569
537,35-3022.00,0.6923846417134107
538,35-3022.01,0.6306301368679719
539,35-3031.00,0.626830445215195
540,35-3041.00,0.7599842746709171
541,35-9011.00,0.7050630888177889
542,35-9021.00,0.6410369237274735
543,35-9031.00,0.7206820724429465
544,37-1011.00,0.5074918833537277
545,37-1012.00,0.31090617106942925
546,37-2011.00,0.8820973072086005
547,37-2012.00,0.8279359091489862
548,37-2021.00,0.47785134685265046
549,37-3011.00,0.7239489583310001
550,37-3012.00,0.6737285532024835
551,37-3013.00,0.5901371573257942
552,39-1011.00,0.5725118315399138
553,39-1012.00,0.6117899778887754
554,39-1021.00,0.36028541271974784
555,39-1021.01,0.20292898626311154
556,39-2011.00,0.43697858211044155
557,39-2021.00,0.7639945223305665
558,39-3011.00,0.5236808476530593
559,39-3012.00,0.7250821715110872
560,39-3021.00,0.7994237424884029
561,39-3031.00,0.7074142660790891
562,39-3091.00,0.7048387352408881
563,39-3092.00,0.36074401827441166
564,39-3093.00,0.9020775990078349
565,39-4011.00,0.3085078685620721
566,39-4021.00,0.6661052225112031
567,39-4031.00,0.03008328182831157
568,39-5011.00,0.5880031805203104
569,39-5012.00,0.30525392849516036
570,39-5091.00,0.2647348071662833
571,39-5092.00,0.7087422532557162
572,39-5093.00,0.7105130235976737
573,39-5094.00,0.44721101388129647
574,39-6011.00,0.6244514378048174
575,39-6012.00,0.5188030488656148
576,39-7011.00,0.7922848152086086
577,39-7012.00,0.347224641683501
578,39-9011.00,0.3994997190429006
579,39-9011.01,0.18697315349360064
580,39-9021.00,0.5338117610380103
581,39-9031.00,0.3847976008543337
582,39-9032.00,0.3255330433711535
583,39-9041.00,0.3256070820988999
584,41-1011.00,0.26915153244097245
585,41-1012.00,0.3222820815686843
586,41-2011.00,0.7138926003065844
587,41-2012.00,0.7895444646934957
588,41-2021.00,0.6429120893039318
589,41-2022.00,0.5328288006239964
590,41-2031.00,0.363183846505329
591,41-3011.00,0.38872851245795753
592,41-3021.00,0.5736806333676284
593,41-3031.01,0.40070655762909346
594,41-3031.02,0.4601131255122369
595,41-3031.03,0.4936378485449808
596,41-3041.00,0.568604693575545
597,41-3099.01,0.5610404550739171
598,41-4011.00,0.3339994459050866
599,41-4011.07,0.4969136447070753
600,41-4012.00,0.4249680042757293
601,41-9011.00,0.4574869885403646
602,41-9012.00,0.9139175143541673
603,41-9021.00,0.5259483450540987
604,41-9022.00,0.36611951191797487
605,41-9031.00,0.14588258178253288
606,41-9041.00,0.7360843949646655
607,41-9091.00,0.518981047683263
608,43-1011.00,0.3647299311295875
609,43-2011.00,0.7798726007158304
610,43-2021.00,0.79680249025961
611,43-3011.00,0.6462271261499518
612,43-3021.01,0.9091434240163416
613,43-3021.02,0.8413960432599329
614,43-3031.00,0.867188312102691
615,43-3041.00,0.7975380298963838
616,43-3051.00,0.9011203165216206
617,43-3061.00,0.7237883450626726
618,43-3071.00,0.6619919502572126
619,43-4011.00,0.7916951607836159
620,43-4021.00,0.6841507287165699
621,43-4031.01,0.9093678062428106
622,43-4031.02,0.8954172161118009
623,43-4031.03,0.8074772997367232
624,43-4041.01,0.7987800241251396
625,43-4041.02,0.8646220716480515
626,43-4051.00,0.656820666163054
627,43-4051.03,0.2971212173972276
628,43-4061.00,0.5174569396351786
629,43-4071.00,0.7196477114316504
630,43-4081.00,0.5638283660465053
631,43-4111.00,0.7704106257463136
632,43-4121.00,0.7253992831790874
633,43-4131.00,0.6821135507019006
634,43-4141.00,0.7471656560609233
635,43-4151.00,0.714257682817668
636,43-4161.00,0.7420733333835559
637,43-4171.00,0.6097656507046741
638,43-4181.00,0.4554878143695333
639,43-5011.00,0.7481485316222316
640,43-5011.01,0.6471467658662972
641,43-5021.00,0.803157968292781
642,43-5031.00,0.3321107243859028
643,43-5032.00,0.6106693088522913
644,43-5041.00,0.7491891924680447
645,43-5051.00,0.721820761300069
646,43-5052.00,0.8004064161527796
647,43-5053.00,0.7810770038497491
648,43-5061.00,0.6142359388304471
649,43-5071.00,0.7659958171090502
650,43-5081.01,0.7371639800700798
651,43-5081.02,0.7504140969892539
652,43-5081.03,0.7410379476068274
653,43-5081.04,0.8818580881737786
654,43-5111.00,0.716680815172066
655,43-6011.00,0.5672247793834347
656,43-6012.00,0.8619694373912917
657,43-6013.00,0.7509556323483598
658,43-6014.00,0.7761149924292337
659,43-9011.00,0.662959425628429
660,43-9021.00,0.8457264197602653
661,43-9022.00,0.8527115646995497
662,43-9031.00,0.3110851650174502
663,43-9041.01,0.8394871102657002
664,43-9041.02,0.9635211283399793
665,43-9051.00,0.7246201608120985
666,43-9061.00,0.8211719404587043
667,43-9071.00,0.7619086241072839
668,43-9081.00,1.0
669,43-9111.00,0.6867471431984019
670,43-9111.01,0.6953569055119546
671,45-1011.05,0.3334632568922164
672,45-1011.06,0.22253473882466662
673,45-1011.07,0.42018801695731917
674,45-1011.08,0.3868341282426912
675,45-2011.00,0.6264268971220582
676,45-2021.00,0.7639002901036506
677,45-2041.00,0.8374405001532443
678,45-2091.00,0.8123958347347867
679,45-2092.01,0.8219404984619898
680,45-2092.02,0.7606244934199057
681,45-2093.00,0.6541503436303491
682,45-3011.00,0.5801588354479081
683,45-3021.00,0.8278993037577208
684,45-4011.00,0.6225629643675551
685,45-4021.00,0.7509783073783894
686,45-4022.00,0.6264355480428928
687,45-4023.00,0.6538528167729497
688,47-1011.00,0.3347234920876424
689,47-1011.03,0.21405230835082187
690,47-2011.00,0.5385696005886187
691,47-2021.00,0.6877724950031224
692,47-2022.00,0.5638177835707847
693,47-2031.01,0.6151170450485985
694,47-2031.02,0.5031723880065593
695,47-2041.00,0.7762952829738458
696,47-2042.00,0.6467495646880461
697,47-2043.00,0.8285547735524117
698,47-2044.00,0.5979102947060472
699,47-2051.00,0.7561035959669936
700,47-2053.00,0.7535782193483763
701,47-2061.00,0.6808534592793622
702,47-2071.00,0.8323850527916228
703,47-2072.00,0.788335216080727
704,47-2073.00,0.7619811246293007
705,47-2081.00,0.7423085835514401
706,47-2082.00,0.7851428560576462
707,47-2111.00,0.48612127365313146
708,47-2121.00,0.7857057794972842
709,47-2131.00,0.6818827702668883
710,47-2132.00,0.6009546688718796
711,47-2141.00,0.6392764948774737
712,47-2142.00,0.7892733730713827
713,47-2151.00,0.6677086404678626
714,47-2152.01,0.5235894194761703
715,47-2152.02,0.5136222725950974
716,47-2161.00,0.6440284996919526
717,47-2171.00,0.7470347397810144
718,47-2181.00,0.694223225415292
719,47-2211.00,0.722279773381368
720,47-2221.00,0.5615794061271426
721,47-2231.00,0.649902596654929
722,47-3011.00,0.7604148750015143
723,47-3012.00,0.6922261069299507
724,47-3013.00,0.6799058362518441
725,47-3014.00,0.8070848747531923
726,47-3015.00,0.6881022147958297
727,47-3016.00,0.6962735151892525
728,47-4011.00,0.5600195928474582
729,47-4021.00,0.5087510644295365
730,47-4031.00,0.7671546454571504
731,47-4041.00,0.4799440846810455
732,47-4051.00,0.5324654999027382
733,47-4061.00,0.7148426427165979
734,47-4071.00,0.6913908059715512
735,47-4091.00,0.4978616259743589
736,47-4099.02,0.46600962853350086
737,47-4099.03,0.565215605358029
738,47-5011.00,0.6288383147295459
739,47-5012.00,0.44562441444490347
740,47-5013.00,0.4244064488632139
741,47-5021.00,0.6041349113544374
742,47-5031.00,0.4240422947962629
743,47-5041.00,0.593302774981375
744,47-5042.00,0.5999978934505183
745,47-5051.00,0.7280929724798445
746,47-5061.00,0.5600886788028248
747,47-5071.00,0.7206937404517966
748,47-5081.00,0.5527690045898982
749,49-1011.00,0.16917990568616403
750,49-2011.00,0.5587431478929411
751,49-2021.00,0.6543580008020875
752,49-2021.01,0.634964471656052
753,49-2022.00,0.4938710248984686
754,49-2091.00,0.5021537971583753
755,49-2092.00,0.5386725061067992
756,49-2093.00,0.6382286750818452
757,49-2094.00,0.4511226359800124
758,49-2095.00,0.5566186982006757
759,49-2096.00,0.4877829537072299
760,49-2097.00,0.5431640526090293
761,49-2098.00,0.6676167976879234
762,49-3011.00,0.3910394979938152
763,49-3021.00,0.671901822499712
764,49-3022.00,0.7536940518664258
765,49-3023.01,0.47189317875334413
766,49-3023.02,0.6466379926857871
767,49-3031.00,0.5673467155836089
768,49-3041.00,0.6202480327713293
769,49-3042.00,0.4544720958013779
770,49-3043.00,0.6726994320108599
771,49-3051.00,0.727553169630563
772,49-3052.00,0.5522612504424077
773,49-3053.00,0.6833928308022523
774,49-3091.00,0.3504336792572957
775,49-3092.00,0.4838802089220074
776,49-3093.00,0.6931627809311282
777,49-9011.00,0.5648918332743711
778,49-9012.00,0.5907489833357502
