,O*NET-SOC Code,Probability 
779,49-9021.01,0.48245788901566483
780,49-9021.02,0.4936446057079254
781,49-9031.00,0.6357827621468104
782,49-9041.00,0.6217624185579623
783,49-9043.00,0.7202069942452374
784,49-9044.00,0.3909344499982347
785,49-9045.00,0.7064217907098087
786,49-9051.00,0.37210328161293
787,49-9052.00,0.5224763147811601
788,49-9061.00,0.6568574186919975
789,49-9062.00,0.43686017405706506
790,49-9063.00,0.37421957478701956
791,49-9064.00,0.6365562782647189
792,49-9071.00,0.6822278882852264
793,49-9081.00,0.5929547233438568
794,49-9091.00,0.7883289517304639
795,49-9092.00,0.4007510636412192
796,49-9093.00,0.7304350482333483
797,49-9094.00,0.7127190984527555
798,49-9095.00,0.38933904410139725
799,49-9096.00,0.7274295898592271
800,49-9097.00,0.6868722463482145
801,49-9098.00,0.7257766127325058
802,49-9099.01,0.6237183675970874
803,51-1011.00,0.23052030879017849
804,51-2011.00,0.639171799306199
805,51-2021.00,0.8182768360138526
806,51-2022.00,0.7054419087501917
807,51-2023.00,0.7826758922066652
808,51-2031.00,0.7213931064568978
809,51-2041.00,0.8124842908469102
810,51-2091.00,0.5996462813840927
811,51-2092.00,0.7828240596214677
812,51-2093.00,0.6928063535700913
813,51-3011.00,0.675215739138632
814,51-3021.00,0.5361948265396999
815,51-3022.00,0.6722132734149103
816,51-3023.00,0.8791426010475936
817,51-3091.00,0.7215047438593619
818,51-3092.00,0.7795377364190249
819,51-3093.00,0.7891434029051558
820,51-4011.00,0.5196735846170504
821,51-4012.00,0.6257504463322395
822,51-4021.00,0.785235394825435
823,51-4022.00,0.689171455785602
824,51-4023.00,0.734673876160499
825,51-4031.00,0.8011218381828743
826,51-4032.00,0.7014873824454201
827,51-4033.00,0.7932384163879012
828,51-4034.00,0.8433777976527501
829,51-4035.00,0.7534133744402429
830,51-4041.00,0.5395566711928075
831,51-4051.00,0.6967858054098817
832,51-4052.00,0.6958996089320346
833,51-4061.00,0.6716944348878339
834,51-4062.00,0.7555176275324129
835,51-4071.00,0.7684398784224183
836,51-4072.00,0.7412488078954524
837,51-4081.00,0.7573987988398445
838,51-4111.00,0.7198240975316732
839,51-4121.06,0.6574351820423554
840,51-4121.07,0.8666093126900135
841,51-4122.00,0.7609355863246697
842,51-4191.00,0.77945518633748
843,51-4192.00,0.6646066583840357
844,51-4193.00,0.6988946701642285
845,51-4194.00,0.7009330271416355
846,51-5111.00,0.596552147068097
847,51-5112.00,0.5872730436443554
848,51-5113.00,0.6696052348670108
849,51-6011.00,0.7261736911572968
850,51-6021.00,0.8167524358765511
851,51-6031.00,0.8325387151337692
852,51-6041.00,0.8419353485993779
853,51-6042.00,0.7918400183205021
854,51-6051.00,0.6109053666153714
855,51-6052.00,0.6102948502698632
856,51-6061.00,0.7461366650150181
857,51-6062.00,0.719916555830404
858,51-6063.00,0.8138330969792674
859,51-6064.00,0.6827042098343921
860,51-6091.00,0.631612548738805
861,51-6092.00,0.3933461212794379
862,51-6093.00,0.5105078784646342
863,51-7011.00,0.6077890748786686
864,51-7021.00,0.5294955520201575
865,51-7031.00,0.6748670206847528
866,51-7032.00,0.6578168318526252
867,51-7041.00,0.8229704351170715
868,51-7042.00,0.7932590158519376
869,51-8011.00,0.5819661541062885
870,51-8012.00,0.6101272394657984
871,51-8013.00,0.6508280917973964
872,51-8021.00,0.7031686325463583
873,51-8031.00,0.6096052387027535
874,51-8091.00,0.7237865244300633
875,51-8092.00,0.6122404660134941
876,51-8093.00,0.5865084617306868
877,51-8099.01,0.4744797877649739
878,51-8099.03,0.5780482752621524
879,51-8099.04,0.5048143164678736
880,51-9011.00,0.6536672668157982
881,51-9012.00,0.7200012685784111
882,51-9021.00,0.5679319964146937
883,51-9022.00,0.6982440157380814
884,51-9023.00,0.645131314198889
885,51-9031.00,0.8061446133672031
886,51-9032.00,0.6928971038380967
887,51-9041.00,0.7608156421476457
888,51-9051.00,0.8247067423810223
889,51-9061.00,0.7875787771712339
890,51-9071.01,0.2939526347422432
891,51-9071.06,0.5514836180023319
892,51-9071.07,0.6513836822278063
893,51-9081.00,0.5763836939062615
894,51-9082.00,0.45627943173208674
895,51-9083.00,0.6859375333085099
896,51-9111.00,0.6057552654753658
897,51-9121.00,0.7646851215061891
898,51-9122.00,0.742486527941375
899,51-9123.00,0.6964532163511529
900,51-9141.00,0.637294684494111
901,51-9151.00,0.5389347771532752
902,51-9191.00,0.7826148704785627
903,51-9192.00,0.771606708286126
904,51-9193.00,0.6801400182737107
905,51-9194.00,0.6087187385708708
906,51-9195.03,0.5551905667696454
907,51-9195.04,0.6344148218711648
908,51-9195.05,0.3693466529649698
909,51-9195.07,0.6880350014134037
910,51-9196.00,0.6216075718107037
911,51-9197.00,0.7790011193553692
912,51-9198.00,0.793579434957874
913,51-9199.01,0.7553440601715335
914,53-1011.00,0.4200352012400218
915,53-1021.00,0.32830377682016504
916,53-1021.01,0.5313794669353732
917,53-1031.00,0.3725329810263224
918,53-2011.00,0.41790315652560867
919,53-2012.00,0.39883664488182835
920,53-2021.00,0.5125765108851287
921,53-2022.00,0.488085283469801
922,53-2031.00,0.3333886643463294
923,53-3011.00,0.3535405834596696
924,53-3021.00,0.7760079543331017
925,53-3022.00,0.649924530426746
926,53-3031.00,0.6212008522312717
927,53-3032.00,0.7068817104294739
928,53-3033.00,0.7865878173414458
929,53-3041.00,0.6172673232136169
930,53-4011.00,0.721669749825874
931,53-4012.00,0.6956032462495527
932,53-4013.00,0.7604496934394787
933,53-4021.00,0.7298629790923719
934,53-4031.00,0.544348079900474
935,53-4041.00,0.6667076258568637
936,53-5011.00,0.47867543089774245
937,53-5021.01,0.31769881540857076
938,53-5021.02,0.47278815407862956
939,53-5021.03,0.5979477360843095
940,53-5022.00,0.5927315049799196
941,53-5031.00,0.5455326375066014
942,53-6011.00,0.7351143690727417
943,53-6021.00,0.7957983536338181
944,53-6031.00,0.7086922077295252
945,53-6041.00,0.5707436775802538
946,53-6051.01,0.40685924365250514
947,53-6051.07,0.7855835957164243
948,53-6051.08,0.7033715364057661
949,53-6061.00,0.5889448553550436
950,53-7011.00,0.6422996593305998
951,53-7021.00,0.7597885072397822
952,53-7031.00,0.8036574189125328
953,53-7032.00,0.565793819317934
954,53-7033.00,0.7437089067395255
955,53-7041.00,0.638157687803503
956,53-7051.00,0.7297349664498852
957,53-7061.00,0.8828482984138334
958,53-7062.00,0.8263168596982662
959,53-7063.00,0.807864726267339
960,53-7064.00,0.746758229121204
961,53-7071.00,0.7007555906384283
962,53-7072.00,0.7135555118132442
963,53-7073.00,0.7906531894823977
964,53-7081.00,0.7284277723917933
965,53-7111.00,0.6640063611775832
966,53-7121.00,0.6477522864078065
