索引,互补性水平
174,0.456479691
175,0.16798419
176,0.37944664
177,0.511857708
178,0.557729941
179,0.234848485
180,0.213438735
181,0.298418972
182,0.191699605
183,0.197628458
184,0.209486166
185,0.162055336
186,0.150197628
187,0.272727273
188,0.173913043
189,0.179841897
190,0.193675889
191,0.229571984
192,0.160079051
193,0.236538462
194,0.171936759
195,0.071146245
196,0.225378788
197,0.229249012
198,0.598814229
199,0.355731225
200,0.345776031
201,0.136363636
202,0.134387352
203,0.179841897
204,0.162055336
205,0.213438735
206,0.233201581
207,0.144268775
208,0.729249012
209,0.766798419
210,0.895256917
211,0.830039526
212,0.849802372
213,0.78458498
214,0.626482213
215,0.507905138
216,0.814229249
217,0.776679842
218,0.693675889
219,0.636363636
220,0.662055336
221,0.648221344
222,0.735177866
223,0.697628458
224,0.685770751
225,0.646245059
226,0.756916996
227,0.588932806
228,0.480237154
229,0.193675889
230,0.096837945
231,0.604743083
232,0.249011858
233,0.195652174
234,0.138339921
235,0.199604743
236,0.134387352
237,0.318181818
238,0.758893281
239,0.756916996
240,0.733201581
241,0.66798419
242,0.513833992
243,0.484189723
244,0.691699605
245,0.555335968
246,0.658102767
247,0.515810277
248,0.45256917
249,0.6
250,0.515810277
251,0.296442688
252,0.320158103
253,0.199604743
254,0.713438735
255,0.351778656
256,0.341897233
257,0.207509881
258,0.207509881
259,0.577075099
260,0.335968379
261,0.359683794
262,0.373517787
263,0.533596838
264,0.519762846
265,0.446640316
266,0.320158103
267,0.37944664
268,0.484189723
269,0.768774704
270,0.470355731
271,0.28458498
272,0.45256917
273,0.482213439
274,0.371541502
275,0.557312253
276,0.462450593
277,0.646245059
278,0.701581028
279,0.448616601
280,0.586956522
281,0.233590734
282,0.509881423
283,0.549407115
284,0.729249012
285,0.575098814
286,0.749011858
287,0.713438735
288,0.636363636
289,0.772373541
290,0.648221344
291,0.650887574
292,0.711462451
293,0.195652174
294,0.183794466
295,0.158102767
296,0.162055336
297,0.801136364
298,0.294466403
299,0.132411067
300,0.258893281
301,0.730620155
302,0.750988142
303,0.699604743
304,0.741106719
305,0.699604743
306,0.385375494
307,0.517786561
308,0.56916996
309,0.54743083
310,0.561264822
311,0.598814229
312,0.509881423
313,0.559288538
314,0.539525692
315,0.685770751
316,0.666007905
317,0.539525692
318,0.498023715
319,0.79218107
320,0.754166667
321,0.727083333
322,0.695390782
323,0.755555556
324,0.729166667
325,0.641666667
326,0.685416667
327,0.585416667
328,0.55625
329,0.68125
330,0.545454545
331,0.518218623
332,0.410058027
333,0.1625
334,0.318367347
335,0.552795031
336,0.583170254
337,0.251893939
338,0.23960396
339,0.305389222
340,0.183333333
341,0.225296443
342,0.200811359
343,0.139583333
344,0.15625
345,0.245647969
346,0.220833333
347,0.245833333
348,0.214583333
349,0.266536965
350,0.260416667
351,0.286538462
352,0.254166667
353,0.1375
354,0.278409091
355,0.259405941
356,0.615071283
357,0.40625
358,0.298624754
359,0.11875
360,0.116666667
361,0.152083333
362,0.14375
363,0.20625
364,0.26875
365,0.127083333
366,0.827083333
367,0.860416667
368,0.800411523
369,0.859683794
370,0.796257796
371,0.872916667
372,0.53125
373,0.38125
374,0.75625
375,0.758333333
376,0.6875
377,0.672801636
378,0.770833333
379,0.73125
380,0.778
381,0.733333333
382,0.70625
383,0.76875
384,0.675
385,0.53125
386,0.402083333
387,0.139583333
388,0.072916667
389,0.508333333
390,0.170833333
391,0.1375
392,0.102083333
393,0.154166667
394,0.089583333
395,0.220858896
396,0.7375
397,0.647916667
398,0.64375
399,0.704166667
400,0.475
401,0.44375
402,0.65
403,0.579166667
404,0.670833333
405,0.508333333
406,0.49375
407,0.650980392
408,0.539583333
409,0.297916667
410,0.2625
411,0.241666667
412,0.65625
413,0.23125
414,0.239583333
415,0.1375
416,0.14375
417,0.50625
418,0.225
419,0.272916667
420,0.327083333
421,0.5875
422,0.56875
423,0.404166667
424,0.347916667
425,0.422916667
426,0.514583333
427,0.79218107
428,0.51875
429,0.339583333
430,0.433333333
431,0.514583333
432,0.379166667
433,0.514583333
434,0.46875
435,0.689583333
436,0.75
437,0.437623762
438,0.604081633
439,0.22007722
440,0.427710843
441,0.590534979
442,0.679166667
443,0.561983471
444,0.658333333
445,0.682186235
446,0.645833333
447,0.719844358
448,0.622916667
449,0.617357002
450,0.719191919
451,0.27402863
452,0.267080745
453,0.172916667
454,0.152083333
455,0.700757576
456,0.195833333
457,0.104166667
458,0.214583333
459,0.653100775
460,0.71875
461,0.708910891
462,0.700803213
463,0.785416667
464,0.479166667
465,0.552083333
466,0.6375
467,0.620689655
468,0.566390041
469,0.612033195
470,0.560416667
471,0.552083333
472,0.589583333
473,0.61875
474,0.664583333
475,0.535416667
476,0.477083333
477,0.796296296
478,0.775720165
479,0.671342685
480,0.826262626
481,0.814814815
482,0.654320988
483,0.711934156
484,0.652263374
485,0.606995885
486,0.726337449
487,0.61010101
488,0.556680162
489,0.419729207
490,0.152263374
491,0.355102041
492,0.49382716
493,0.536203523
494,0.202651515
495,0.166336634
496,0.255489022
497,0.160493827
498,0.164031621
499,0.196754564
500,0.127572016
501,0.113168724
502,0.228239845
503,0.154320988
504,0.150205761
505,0.193415638
506,0.19844358
507,0.146090535
508,0.2
509,0.148148148
510,0.059670782
511,0.208333333
512,0.20990099
513,0.566191446
514,0.343621399
515,0.310412574
516,0.135802469
517,0.141975309
518,0.16872428
519,0.154320988
520,0.197530864
521,0.220164609
522,0.152263374
523,0.736625514
524,0.775720165
525,0.905349794
526,0.800395257
527,0.930041152
528,0.802469136
529,0.592592593
530,0.50617284
531,0.814814815
532,0.806584362
533,0.718106996
534,0.658486708
535,0.699588477
536,0.66255144
537,0.758
538,0.728395062
539,0.71399177
540,0.66255144
541,0.777777778
542,0.598765432
543,0.469135802
544,0.172839506
545,0.088477366
546,0.586419753
547,0.218106996
548,0.164609053
549,0.109053498
550,0.174897119
551,0.106995885
552,0.284253579
553,0.79218107
554,0.775720165
555,0.75308642
556,0.66872428
557,0.512345679
558,0.479423868
559,0.705761317
560,0.572016461
561,0.660493827
562,0.528806584
563,0.46090535
564,0.592156863
565,0.54526749
566,0.29218107
567,0.271604938
568,0.203703704
569,0.711934156
570,0.343621399
571,0.323045267
572,0.205761317
573,0.191358025
574,0.559670782
575,0.333333333
576,0.355967078
577,0.388888889
578,0.572016461
579,0.561728395
580,0.452674897
581,0.339506173
582,0.411522634
583,0.522633745
584,0.765432099
585,0.495884774
586,0.29218107
587,0.473251029
588,0.516460905
589,0.378600823
590,0.590534979
591,0.45473251
592,0.681069959
593,0.680327869
594,0.415841584
595,0.559183673
596,0.208494208
597,0.479919679
598,0.534979424
599,0.716049383
600,0.567901235
601,0.759259259
602,0.70242915
603,0.656378601
604,0.752918288
605,0.683127572
606,0.650887574
607,0.705050505
608,0.175869121
609,0.16255144
610,0.131687243
611,0.156378601
612,0.778409091
613,0.275720165
614,0.104938272
615,0.232510288
616,0.717054264
617,0.771604938
618,0.661386139
619,0.751004016
620,0.709876543
621,0.401234568
622,0.534979424
623,0.590534979
624,0.565922921
625,0.569958848
626,0.611111111
627,0.524691358
628,0.592592593
629,0.559670782
630,0.705761317
631,0.693415638
632,0.5781893
633,0.50617284
634,0.916492693
635,0.629258517
636,0.773737374
637,0.743215031
638,0.636743215
639,0.71875
640,0.651356994
641,0.620041754
642,0.693110647
643,0.591919192
644,0.54048583
645,0.408123791
646,0.17954071
647,0.453061224
648,0.49689441
649,0.516634051
650,0.225378788
651,0.19009901
652,0.263473054
653,0.183716075
654,0.195652174
655,0.208924949
656,0.167014614
657,0.144050104
658,0.264990329
659,0.152400835
660,0.198329854
661,0.212943633
662,0.217898833
663,0.181628392
664,0.213461538
665,0.185803758
666,0.104384134
667,0.214015152
668,0.217821782
669,0.549898167
670,0.39874739
671,0.332023576
672,0.127348643
673,0.135699374
674,0.183716075
675,0.146137787
676,0.225469729
677,0.237995825
678,0.141962422
679,0.699373695
680,0.72651357
681,0.798353909
682,0.743083004
683,0.812889813
684,0.747390397
685,0.603340292
686,0.463465553
687,0.797494781
688,0.795407098
689,0.716075157
690,0.605316973
691,0.634655532
692,0.634655532
693,0.754
694,0.713987474
695,0.709812109
696,0.626304802
697,0.766179541
698,0.668058455
699,0.565762004
700,0.235908142
701,0.131524008
702,0.605427975
703,0.231732777
704,0.17954071
705,0.144050104
706,0.215031315
707,0.144050104
708,0.312883436
709,0.784968685
710,0.780793319
711,0.768267223
712,0.684759916
713,0.565762004
714,0.544885177
715,0.70625
716,0.565762004
717,0.607515658
718,0.534446764
719,0.505219207
720,0.558823529
721,0.51565762
722,0.292275574
723,0.334029228
724,0.194154489
725,0.653444676
726,0.384133612
727,0.400835073
728,0.227557411
729,0.223382046
730,0.563674322
731,0.329853862
732,0.33611691
733,0.32776618
734,0.540709812
735,0.540709812
736,0.444676409
737,0.292275574
738,0.371607516
739,0.486430063
740,0.709876543
741,0.455114823
742,0.35908142
743,0.480167015
744,0.494780793
745,0.32776618
746,0.51565762
747,0.423799582
748,0.674321503
749,0.643442623
750,0.396039604
751,0.530612245
752,0.223938224
753,0.510040161
754,0.547325103
755,0.66388309
756,0.506198347
757,0.711899791
758,0.700404858
759,0.764091858
760,0.704280156
761,0.711899791
762,0.662721893
763,0.709090909
764,0.206543967
765,0.209109731
766,0.173277662
767,0.144050104
768,0.702651515
769,0.334029228
770,0.152400835
771,0.244258873
772,0.61627907
773,0.701461378
774,0.61980198
775,0.692771084
776,0.691022965
777,0.352818372
778,0.5782881
779,0.565762004
780,0.517241379
781,0.562240664
782,0.601659751
783,0.513569937
784,0.592901879
785,0.56993737
786,0.701461378
787,0.628392484
788,0.565762004
789,0.538622129
790,0.623246493
791,0.749494949
792,0.734736842
793,0.618947368
794,0.710416667
795,0.648421053
796,0.625263158
797,0.686315789
798,0.585858586
799,0.542510121
800,0.410058027
801,0.181052632
802,0.455102041
803,0.492753623
804,0.504892368
805,0.229166667
806,0.198019802
807,0.261477046
808,0.204210526
809,0.203557312
810,0.210953347
811,0.178947368
812,0.157894737
813,0.257253385
814,0.162105263
815,0.207112971
816,0.218947368
817,0.225680934
818,0.189473684
819,0.223076923
820,0.191578947
821,0.107368421
822,0.21969697
823,0.223762376
824,0.539714868
825,0.381052632
826,0.347740668
827,0.138947368
828,0.145263158
829,0.202105263
830,0.157894737
831,0.231578947
832,0.235789474
833,0.149473684
834,0.671578947
835,0.701052632
836,0.773662551
837,0.721343874
838,0.783783784
839,0.713389121
840,0.6
841,0.475789474
842,0.773109244
843,0.785263158
844,0.715789474
845,0.591002045
846,0.614736842
847,0.627368421
848,0.742
849,0.711578947
850,0.713684211
851,0.623157895
852,0.76
853,0.682105263
854,0.576842105
855,0.250526316
856,0.136842105
857,0.6
858,0.254736842
859,0.206315789
860,0.155789474
861,0.233684211
862,0.16
863,0.321063395
864,0.772631579
865,0.78197065
866,0.766315789
867,0.667368421
868,0.574736842
869,0.549473684
870,0.7
871,0.566315789
872,0.591578947
873,0.530526316
874,0.503157895
875,0.545098039
876,0.509473684
877,0.290526316
878,0.343157895
879,0.212631579
880,0.654811715
881,0.4
882,0.418947368
883,0.248421053
884,0.242105263
885,0.568421053
886,0.345263158
887,0.347368421
888,0.338947368
889,0.532631579
890,0.541052632
891,0.448421053
892,0.284210526
893,0.383157895
894,0.492631579
895,0.701646091
896,0.452631579
897,0.376842105
898,0.492631579
899,0.496842105
900,0.322105263
901,0.511578947
902,0.418947368
903,0.671578947
904,0.625
905,0.392079208
906,0.516326531
907,0.233590734
908,0.514056225
909,0.541152263
910,0.648421053
911,0.481404959
912,0.686315789
913,0.684210526
914,0.774736842
915,0.684824903
916,0.711578947
917,0.65877712
918,0.686868687
919,0.218813906
920,0.213250518
921,0.187368421
922,0.149473684
923,0.691287879
924,0.353684211
925,0.176842105
926,0.256842105
927,0.59496124
928,0.688421053
929,0.6
930,0.682730924
931,0.670168067
932,0.338947368
933,0.589473684
934,0.553684211
935,0.511156187
936,0.558091286
937,0.597510373
938,0.507368421
939,0.604210526
940,0.566315789
941,0.696842105
942,0.629473684
943,0.553684211
944,0.538947368
945,0.755511022
946,0.713426854
947,0.659318637
948,0.631262525
949,0.569138277
950,0.541082164
951,0.609218437
952,0.637274549
953,0.625250501
954,0.547388781
955,0.256513026
956,0.438877756
957,0.569138277
958,0.598825832
959,0.382575758
960,0.364356436
961,0.417165669
962,0.330661323
963,0.349802372
964,0.370741483
965,0.28256513
966,0.308617234
967,0.377176015
968,0.334669339
969,0.344689379
970,0.266533066
971,0.354085603
972,0.328657315
973,0.369230769
974,0.326653307
975,0.180360721
976,0.371212121
977,0.348514851
978,0.633266533
979,0.446893788
980,0.432220039
981,0.22244489
982,0.220440882
983,0.310621242
984,0.248496994
985,0.344689379
986,0.386773547
987,0.228456914
988,0.651302605
989,0.667334669
990,0.69739479
991,0.719367589
992,0.667334669
993,0.677354709
994,0.5250501
995,0.424849699
996,0.709418838
997,0.669338677
998,0.599198397
999,0.665330661
1000,0.615230461
1001,0.605210421
1002,0.656
1003,0.619238477
1004,0.589178357
1005,0.595190381
1006,0.653306613
1007,0.480961924
1008,0.458917836
1009,0.306613226
1010,0.168336673
1011,0.496993988
1012,0.354709419
1013,0.308617234
1014,0.250501002
1015,0.332665331
1016,0.246492986
1017,0.410821643
1018,0.657314629
1019,0.615230461
1020,0.621242485
1021,0.603206413
1022,0.424849699
1023,0.412825651
1024,0.605210421
1025,0.513026052
1026,0.551102204
1027,0.448897796
1028,0.398797595
1029,0.580392157
1030,0.476953908
1031,0.332665331
1032,0.350701403
1033,0.214428858
1034,0.577154309
1035,0.336673347
1036,0.324649299
1037,0.216432866
1038,0.290581162
1039,0.5250501
1040,0.334669339
1041,0.358717435
1042,0.316633267
1043,0.482965932
1044,0.44488978
1045,0.356713427
1046,0.334669339
1047,0.360721443
1048,0.458917836
1049,0.653306613
1050,0.436873747
1051,0.214428858
1052,0.330661323
1053,0.420841683
1054,0.446893788
1055,0.492985972
1056,0.436873747
1057,0.51503006
1058,0.645290581
1059,0.538613861
1060,0.611222445
1061,0.384169884
1062,0.501002004
1063,0.533066132
1064,0.619238477
1065,0.599198397
1066,0.619238477
1067,0.671342685
1068,0.5250501
1069,0.651750973
1070,0.521042084
1071,0.548323471
1072,0.593186373
1073,0.344689379
1074,0.326653307
1075,0.284569138
1076,0.250501002
1077,0.642045455
1078,0.306613226
1079,0.240480962
1080,0.316633267
1081,0.641472868
1082,0.625250501
1083,0.64950495
1084,0.613226453
1085,0.619238477
1086,0.420841683
1087,0.442885772
1088,0.53507014
1089,0.519038076
1090,0.490981964
1091,0.547094188
1092,0.478957916
1093,0.488977956
1094,0.4749499
1095,0.557114228
1096,0.549098196
1097,0.476953908
1098,0.45490982
1099,0.870707071
1100,0.676767677
1101,0.705050505
1102,0.662626263
1103,0.614141414
1104,0.694949495
1105,0.64040404
1106,0.585858586
1107,0.444874275
1108,0.171717172
1109,0.408080808
1110,0.517171717
1111,0.534246575
1112,0.246212121
1113,0.223762376
1114,0.289421158
1115,0.193939394
1116,0.21541502
1117,0.238383838
1118,0.163636364
1119,0.175757576
1120,0.272727273
1121,0.202020202
1122,0.208080808
1123,0.202020202
1124,0.233463035
1125,0.181818182
1126,0.244230769
1127,0.185858586
1128,0.094949495
1129,0.238636364
1130,0.233663366
1131,0.597979798
1132,0.38989899
1133,0.36345776
1134,0.125252525
1135,0.127272727
1136,0.206060606
1137,0.157575758
1138,0.238383838
1139,0.264646465
1140,0.135353535
1141,0.713131313
1142,0.745454545
1143,0.832323232
1144,0.796442688
1145,0.82020202
1146,0.773737374
1147,0.608080808
1148,0.501010101
1149,0.858585859
1150,0.78989899
1151,0.692929293
1152,0.668686869
1153,0.658585859
1154,0.650505051
1155,0.74
1156,0.688888889
1157,0.676767677
1158,0.628282828
1159,0.781818182
1160,0.606060606
1161,0.482828283
1162,0.222222222
1163,0.107070707
1164,0.587878788
1165,0.258585859
1166,0.206060606
1167,0.151515152
1168,0.224242424
1169,0.149494949
1170,0.343434343
1171,0.791919192
1172,0.745454545
1173,0.751515152
1174,0.648484848
1175,0.496969697
1176,0.476767677
1177,0.688888889
1178,0.567676768
1179,0.612121212
1180,0.523232323
1181,0.456565657
1182,0.574509804
1183,0.529292929
1184,0.284848485
1185,0.323232323
1186,0.2
1187,0.662626263
1188,0.361616162
1189,0.351515152
1190,0.202020202
1191,0.222222222
1192,0.573737374
1193,0.343434343
1194,0.373737374
1195,0.361616162
1196,0.531313131
1197,0.513131313
1198,0.416161616
1199,0.317171717
1200,0.373737374
1201,0.494949495
1202,0.735353535
1203,0.460606061
1204,0.274747475
1205,0.43030303
1206,0.464646465
1207,0.365656566
1208,0.555555556
1209,0.444444444
1210,0.628282828
1211,0.668686869
1212,0.463366337
1213,0.606060606
1214,0.256756757
1215,0.514056225
1216,0.545454545
1217,0.690909091
1218,0.575757576
1219,0.735353535
1220,0.727272727
1221,0.628282828
1222,0.721789883
1223,0.636363636
1224,0.621301775
1225,0.682828283
1226,0.212121212
1227,0.195959596
1228,0.165656566
1229,0.153535354
1230,0.744318182
1231,0.294949495
1232,0.137373737
1233,0.24040404
1234,0.687984496
1235,0.729292929
1236,0.673267327
1237,0.706827309
1238,0.668686869
1239,0.385858586
1240,0.507070707
1241,0.55959596
1242,0.531313131
1243,0.537373737
1244,0.58989899
1245,0.519191919
1246,0.567676768
1247,0.545454545
1248,0.664646465
1249,0.638383838
1250,0.557575758
1251,0.503030303
1252,0.680761099
1253,0.704166667
1254,0.653276956
1255,0.608879493
1256,0.702531646
1257,0.61010101
1258,0.568825911
1259,0.427466151
1260,0.186046512
1261,0.379591837
1262,0.511387164
1263,0.495107632
1264,0.229166667
1265,0.207920792
1266,0.261477046
1267,0.207188161
1268,0.203557312
1269,0.243407708
1270,0.179704017
1271,0.181818182
1272,0.245647969
1273,0.21564482
1274,0.192468619
1275,0.205073996
1276,0.227626459
1277,0.167019027
1278,0.230769231
1279,0.175475687
1280,0.088794926
1281,0.231060606
1282,0.22970297
1283,0.576374745
1284,0.376321353
1285,0.337917485
1286,0.147991543
1287,0.150105708
1288,0.217758985
1289,0.181818182
1290,0.257928118
1291,0.270613108
1292,0.169133192
1293,0.695560254
1294,0.729386892
1295,0.827160494
1296,0.747035573
1297,0.812889813
1298,0.755230126
1299,0.604651163
1300,0.543340381
1301,0.836134454
1302,0.797040169
1303,0.689217759
1304,0.648261759
1305,0.655391121
1306,0.627906977
1307,0.694
1308,0.682875264
1309,0.674418605
1310,0.613107822
1311,0.782241015
1312,0.606765328
1313,0.463002114
1314,0.21987315
1315,0.109936575
1316,0.583509514
1317,0.270613108
1318,0.21564482
1319,0.152219873
1320,0.226215645
1321,0.150105708
1322,0.331288344
1323,0.801268499
1324,0.752620545
1325,0.754756871
1326,0.643459916
1327,0.486257928
1328,0.45243129
1329,0.685416667
1330,0.534883721
1331,0.587737844
1332,0.492600423
1333,0.418604651
1334,0.531372549
1335,0.513742072
1336,0.293868922
1337,0.298097252
1338,0.200845666
1339,0.663179916
1340,0.348837209
1341,0.353065539
1342,0.205073996
1343,0.230443975
1344,0.566596195
1345,0.367864693
1346,0.391120507
1347,0.386892178
1348,0.534883721
1349,0.528541226
1350,0.424947146
1351,0.32769556
1352,0.389006342
1353,0.498942918
1354,0.695473251
1355,0.477801268
1356,0.268498943
1357,0.44397463
1358,0.484143763
1359,0.359408034
1360,0.572938689
1361,0.431289641
1362,0.621564482
1363,0.647540984
1364,0.44950495
1365,0.589795918
1366,0.249034749
1367,0.483935743
1368,0.522633745
1369,0.718816068
1370,0.564049587
1371,0.761099366
1372,0.688259109
1373,0.627906977
1374,0.700389105
1375,0.634249471
1376,0.591715976
1377,0.642424242
1378,0.202453988
1379,0.163561077
1380,0.164904863
1381,0.179704017
1382,0.712121212
1383,0.300211416
1384,0.141649049
1385,0.249471459
1386,0.678294574
1387,0.746300211
1388,0.641584158
1389,0.678714859
1390,0.665966387
1391,0.378435518
1392,0.494714588
1393,0.541226216
1394,0.517241379
1395,0.520746888
1396,0.562240664
1397,0.515856237
1398,0.558139535
1399,0.539112051
1400,0.682875264
1401,0.623678647
1402,0.55602537
1403,0.496828753
1404,0.745833333
1405,0.618221258
1406,0.605206074
1407,0.620253165
1408,0.587878788
1409,0.605263158
1410,0.526112186
1411,0.236442516
1412,0.46122449
1413,0.616977226
1414,0.499021526
1415,0.350378788
1416,0.340594059
1417,0.421157685
1418,0.336864407
1419,0.308300395
1420,0.312373225
1421,0.299349241
1422,0.301518438
1423,0.373307544
1424,0.284164859
1425,0.309623431
1426,0.260303688
1427,0.317120623
1428,0.310195228
1429,0.317307692
1430,0.309978769
1431,0.199566161
1432,0.321969697
1433,0.306930693
1434,0.67413442
1435,0.462039046
1436,0.42043222
1437,0.171366594
1438,0.188720174
1439,0.314533623
1440,0.219088937
1441,0.342733189
1442,0.37527115
1443,0.193058568
1444,0.646808511
1445,0.641949153
1446,0.676954733
1447,0.652173913
1448,0.656964657
1449,0.631799163
1450,0.585683297
1451,0.399132321
1452,0.676470588
1453,0.655391121
1454,0.563991323
1455,0.588957055
1456,0.568329718
1457,0.58583691
1458,0.57
1459,0.570512821
1460,0.550976139
1461,0.564377682
1462,0.657266811
1463,0.501084599
1464,0.522776573
1465,0.331887202
1466,0.184381779
1467,0.579175705
1468,0.374468085
1469,0.338394794
1470,0.273318872
1471,0.360086768
1472,0.26681128
1473,0.423312883
1474,0.665254237
1475,0.58490566
1476,0.566596195
1477,0.626582278
1478,0.47505423
1479,0.455531453
1480,0.545833333
1481,0.496746204
1482,0.547974414
1483,0.455531453
1484,0.420824295
1485,0.521568627
1486,0.427331887
1487,0.323210412
1488,0.422993492
1489,0.20824295
1490,0.589958159
1491,0.386117137
1492,0.377440347
1493,0.223427332
1494,0.299349241
1495,0.572340426
1496,0.329718004
1497,0.340563991
1498,0.279826464
1499,0.386117137
1500,0.392624729
1501,0.351409978
1502,0.25813449
1503,0.251626898
1504,0.390455531
1505,0.625514403
1506,0.407809111
1507,0.255965293
1508,0.349240781
1509,0.342733189
1510,0.36695279
1511,0.455531453
1512,0.409978308
1513,0.518438178
1514,0.653688525
1515,0.487128713
1516,0.583673469
1517,0.349420849
1518,0.493975904
1519,0.475308642
1520,0.652452026
1521,0.539256198
1522,0.639913232
1523,0.591093117
1524,0.563991323
1525,0.607003891
1526,0.509761388
1527,0.479289941
1528,0.591919192
1529,0.300613497
1530,0.333333333
1531,0.329718004
1532,0.21691974
1533,0.619318182
1534,0.336225597
1535,0.273318872
1536,0.340563991
1537,0.585271318
1538,0.603036876
1539,0.601980198
1540,0.5562249
1541,0.594537815
1542,0.342733189
1543,0.449023861
1544,0.492407809
1545,0.430020284
1546,0.468879668
1547,0.487551867
1548,0.464208243
1549,0.44820296
1550,0.440347072
1551,0.539956803
1552,0.529032258
1553,0.440347072
1554,0.470715835
1555,0.622916667
1556,0.602083333
1557,0.625
1558,0.577777778
1559,0.627530364
1560,0.516441006
1561,0.227083333
1562,0.481632653
1563,0.619047619
1564,0.485322896
1565,0.325757576
1566,0.308910891
1567,0.403193613
1568,0.3125
1569,0.280632411
1570,0.269776876
1571,0.252083333
1572,0.245833333
1573,0.353965184
1574,0.235416667
1575,0.2875
1576,0.24375
1577,0.295719844
1578,0.277083333
1579,0.294230769
1580,0.279166667
1581,0.189583333
1582,0.284090909
1583,0.273267327
1584,0.676171079
1585,0.466666667
1586,0.430255403
1587,0.179166667
1588,0.18125
1589,0.289583333
1590,0.2125
1591,0.308333333
1592,0.339583333
1593,0.185416667
1594,0.6625
1595,0.666666667
1596,0.734567901
1597,0.685770751
1598,0.723492723
1599,0.670833333
1600,0.604166667
1601,0.408333333
1602,0.702083333
1603,0.691666667
1604,0.591666667
1605,0.603271984
1606,0.583333333
1607,0.610416667
1608,0.632
1609,0.604166667
1610,0.59375
1611,0.575
1612,0.675
1613,0.547916667
1614,0.508333333
1615,0.297916667
1616,0.145833333
1617,0.575
1618,0.329166667
1619,0.291666667
1620,0.227083333
1621,0.308333333
1622,0.216666667
1623,0.400817996
1624,0.704166667
1625,0.616666667
1626,0.595833333
1627,0.64375
1628,0.504166667
1629,0.485416667
1630,0.585416667
1631,0.525
1632,0.579166667
1633,0.4875
1634,0.452083333
1635,0.521568627
1636,0.458333333
1637,0.320833333
1638,0.427083333
1639,0.216666667
1640,0.622916667
1641,0.3625
1642,0.383333333
1643,0.235416667
1644,0.283333333
1645,0.585416667
1646,0.316666667
1647,0.335416667
1648,0.279166667
1649,0.425
1650,0.420833333
1651,0.375
1652,0.247916667
1653,0.279166667
1654,0.4
1655,0.652263374
1656,0.4125
1657,0.28125
1658,0.397916667
1659,0.389583333
1660,0.322916667
1661,0.466666667
1662,0.397916667
1663,0.558333333
1664,0.692622951
1665,0.467326733
1666,0.602040816
1667,0.32046332
1668,0.540160643
1669,0.551440329
1670,0.689583333
1671,0.530991736
1672,0.672916667
1673,0.643724696
1674,0.614583333
1675,0.657587549
1676,0.566666667
